Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,112.37000274658203,113.38999938964844,111.51000213623047,113.33000183105469,91.08741760253906,118944600
2010-01-05,113.26000213623047,113.68000030517578,112.8499984741211,113.62999725341797,91.32855224609375,111579900
2010-01-06,113.5199966430664,113.98999786376953,113.43000030517578,113.70999908447266,91.39283752441406,116074400
2010-01-07,113.5,114.33000183105469,113.18000030517578,114.19000244140625,91.77867126464844,131091100
2010-01-08,113.88999938964844,114.62000274658203,113.66000366210938,114.56999969482422,92.08404541015625,126402800
2010-01-11,115.08000183105469,115.12999725341797,114.23999786376953,114.7300033569336,92.21267700195312,106375700
2010-01-12,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,91.3526611328125,163333500
2010-01-13,113.94999694824219,114.94000244140625,113.37000274658203,114.62000274658203,92.12422943115234,161822000
2010-01-14,114.48999786376953,115.13999938964844,114.41999816894531,114.93000030517578,92.37338256835938,115718800
2010-01-15,114.7300033569336,114.83999633789062,113.19999694824219,113.63999938964844,91.33659362792969,212283100
2010-01-19,113.62000274658203,115.12999725341797,113.58999633789062,115.05999755859375,92.47789001464844,139172700
2010-01-20,114.27999877929688,114.44999694824219,112.9800033569336,113.88999938964844,91.53752136230469,216490200
2010-01-21,113.91999816894531,114.2699966430664,111.55999755859375,111.69999694824219,89.77734375,344859600
2010-01-22,111.19999694824219,111.73999786376953,109.08999633789062,109.20999908447266,87.77604675292969,345942400
2010-01-25,110.20999908447266,110.41000366210938,109.41000366210938,109.7699966430664,88.22611236572266,186937500
2010-01-26,109.33999633789062,110.47000122070312,109.04000091552734,109.30999755859375,87.85638427734375,211168800
2010-01-27,109.16999816894531,110.08000183105469,108.33000183105469,109.83000183105469,88.27433776855469,271863600
2010-01-28,110.19000244140625,110.25,107.91000366210938,108.56999969482422,87.26165008544922,316104000
2010-01-29,109.04000091552734,109.80000305175781,107.22000122070312,107.38999938964844,86.313232421875,310677600
2010-02-01,108.1500015258789,109.06999969482422,107.5,109.05999755859375,87.65546417236328,187865000
2010-02-02,109.26000213623047,110.58999633789062,108.87999725341797,110.37999725341797,88.71639251708984,216327900
2010-02-03,109.87999725341797,110.4800033569336,109.51000213623047,109.83000183105469,88.27433776855469,172730700
2010-02-04,108.9800033569336,109.02999877929688,106.41999816894531,106.44000244140625,85.54967498779297,356715700
2010-02-05,106.55999755859375,106.87999725341797,104.58000183105469,106.66000366210938,85.72653198242188,493585800
2010-02-08,106.73999786376953,107.33000183105469,105.80999755859375,105.88999938964844,85.10763549804688,224166900
2010-02-09,107.12999725341797,108.1500015258789,106.2699966430664,107.22000122070312,86.17657470703125,337820500
2010-02-10,107.05000305175781,107.5999984741211,106.11000061035156,107.01000213623047,86.00782012939453,240511500
2010-02-11,106.87000274658203,108.25,106.25,108.12999725341797,86.90800476074219,223591600
2010-02-12,106.98999786376953,108.0999984741211,106.51000213623047,108.04000091552734,86.83563995361328,304622100
2010-02-16,108.86000061035156,109.8499984741211,107.81999969482422,109.73999786376953,88.20203399658203,159317500
2010-02-17,110.2699966430664,110.41000366210938,109.73999786376953,110.26000213623047,88.61995697021484,168845100
2010-02-18,110.08000183105469,111.13999938964844,110.04000091552734,110.91000366210938,89.14238739013672,193708600
2010-02-19,110.62000274658203,111.56999969482422,110.36000061035156,111.13999938964844,89.32723999023438,222684900
2010-02-22,111.55000305175781,111.58000183105469,110.83000183105469,111.16000366210938,89.34333038330078,132346900
2010-02-23,110.86000061035156,111.19999694824219,109.5199966430664,109.80999755859375,88.25826263427734,207497000
2010-02-24,110.13999938964844,111.0,109.86000061035156,110.81999969482422,89.07003784179688,176350700
2010-02-25,109.23999786376953,110.75,108.94000244140625,110.66999816894531,88.94950103759766,259634700
2010-02-26,110.7699966430664,111.12000274658203,110.11000061035156,110.73999786376953,89.0057373046875,173589300
2010-03-01,111.19999694824219,112.0,111.16999816894531,111.88999938964844,89.9300537109375,147709700
2010-03-02,112.37000274658203,112.73999786376953,112.0,112.19999694824219,90.17921447753906,160992400
2010-03-03,112.48999786376953,112.97000122070312,112.0199966430664,112.30000305175781,90.25956726074219,150785000
2010-03-04,112.44999694824219,112.80000305175781,112.02999877929688,112.63999938964844,90.53286743164062,135770400
2010-03-05,113.37000274658203,114.33999633789062,113.0999984741211,114.25,91.8268814086914,176118800
2010-03-08,114.26000213623047,114.5199966430664,114.06999969482422,114.2699966430664,91.84293365478516,114631200
2010-03-09,113.93000030517578,114.98999786376953,113.87000274658203,114.45999908447266,91.9956283569336,154556700
2010-03-10,114.51000213623047,115.27999877929688,114.41000366210938,114.97000122070312,92.40556335449219,186088800
2010-03-11,114.69999694824219,115.4800033569336,114.3499984741211,115.44999694824219,92.79136657714844,160791100
2010-03-12,115.94999694824219,115.97000122070312,115.13999938964844,115.45999908447266,92.79937744140625,162074800
2010-03-15,115.26000213623047,115.56999969482422,114.5999984741211,115.48999786376953,92.823486328125,146816800
2010-03-16,115.80999755859375,116.5199966430664,115.48999786376953,116.41000366210938,93.56295013427734,168673000
2010-03-17,116.76000213623047,117.4800033569336,116.41999816894531,117.0999984741211,94.11751556396484,177468100
2010-03-18,117.11000061035156,117.2699966430664,116.56999969482422,117.04000091552734,94.06930541992188,196509100
2010-03-19,115.97000122070312,117.29000091552734,115.5199966430664,115.97000122070312,93.59314727783203,226641100
2010-03-22,115.30999755859375,116.80000305175781,115.23999786376953,116.58999633789062,94.093505859375,184477800
2010-03-23,116.76000213623047,117.51000213623047,116.37999725341797,117.41000366210938,94.75527954101562,182941600
2010-03-24,116.97000122070312,117.43000030517578,115.58000183105469,116.83999633789062,94.29525756835938,196072600
2010-03-25,117.62999725341797,118.16999816894531,116.51000213623047,116.6500015258789,94.14192962646484,223396300
2010-03-26,116.87000274658203,117.41999816894531,116.12000274658203,116.58000183105469,94.08543395996094,205808500
2010-03-29,117.16999816894531,117.52999877929688,116.69000244140625,117.31999969482422,94.68264770507812,134513500
2010-03-30,117.45999908447266,117.83000183105469,116.91000366210938,117.4000015258789,94.74720764160156,145772500
2010-03-31,116.94999694824219,117.5199966430664,116.61000061035156,117.0,94.42440032958984,161078700
2010-04-01,117.80000305175781,118.25,117.0999984741211,117.80000305175781,95.07001495361328,161215200
2010-04-05,118.25,118.83999633789062,117.91999816894531,118.76000213623047,95.84480285644531,105847600
2010-04-06,118.41999816894531,119.25,118.29000091552734,119.04000091552734,96.07077026367188,110384200
2010-04-07,118.80000305175781,119.36000061035156,117.80999755859375,118.36000061035156,95.52195739746094,184576300
2010-04-08,117.94999694824219,118.97000122070312,117.5999984741211,118.7699966430664,95.85287475585938,158704000
2010-04-09,119.0199966430664,119.5999984741211,118.80000305175781,119.55000305175781,96.48236083984375,133006500
2010-04-12,119.69999694824219,120.05000305175781,119.55999755859375,119.73999786376953,96.63569641113281,110279000
2010-04-13,119.62000274658203,120.04000091552734,119.0,119.83000183105469,96.70833587646484,125043600
2010-04-14,120.2699966430664,121.19000244140625,120.08000183105469,121.19000244140625,97.80590057373047,161609000
2010-04-15,120.98999786376953,121.56999969482422,120.94999694824219,121.29000091552734,97.8865966796875,144615300
2010-04-16,120.86000061035156,121.29000091552734,118.75,119.36000061035156,96.32902526855469,366786700
2010-04-19,119.01000213623047,119.93000030517578,118.47000122070312,119.80999755859375,96.69218444824219,217947800
2010-04-20,120.55999755859375,120.9800033569336,119.87000274658203,120.87999725341797,97.55570220947266,157708000
2010-04-21,120.94999694824219,121.2300033569336,119.98999786376953,120.66000366210938,97.3781967163086,192910100
2010-04-22,119.80999755859375,121.16999816894531,119.12000274658203,121.0199966430664,97.6687240600586,115360300
2010-04-23,120.94000244140625,121.86000061035156,120.62999725341797,121.80999755859375,98.30626678466797,177335500
2010-04-26,121.8499984741211,122.12000274658203,121.2300033569336,121.3499984741211,97.93501281738281,143457300
2010-04-27,120.6500015258789,121.33999633789062,118.25,118.4800033569336,95.61882781982422,355853300
2010-04-28,119.05000305175781,119.68000030517578,118.2699966430664,119.37999725341797,96.34516143798828,300674100
2010-04-29,120.0999984741211,121.11000061035156,120.06999969482422,120.86000061035156,97.53958892822266,193775000
2010-04-30,120.87999725341797,121.01000213623047,118.77999877929688,118.80999755859375,95.88514709472656,270000900
2010-05-03,119.37999725341797,120.68000030517578,119.19999694824219,120.3499984741211,97.12799072265625,182747900
2010-05-04,119.01000213623047,119.02999877929688,116.91999816894531,117.5199966430664,94.84407043457031,360353400
2010-05-05,116.55999755859375,117.80000305175781,115.97000122070312,116.81999969482422,94.27910614013672,328973200
2010-05-06,116.26000213623047,117.0,105.0,112.94000244140625,91.14778900146484,647356600
2010-05-07,112.63999938964844,113.7699966430664,109.41000366210938,111.26000213623047,89.79193878173828,637558800
2010-05-10,115.80999755859375,116.6500015258789,114.91000366210938,116.16000366210938,93.74647521972656,396159600
2010-05-11,115.06999969482422,117.36000061035156,114.91000366210938,115.83000183105469,93.48014831542969,317849800
2010-05-12,116.29000091552734,117.62000274658203,116.08999633789062,117.44999694824219,94.78754425048828,235607100
2010-05-13,117.12999725341797,117.68000030517578,115.88999938964844,115.98999786376953,93.60929870605469,234452500
2010-05-14,115.12000274658203,115.33000183105469,112.87000274658203,113.88999938964844,91.91448211669922,345601400
2010-05-17,114.19999694824219,114.5199966430664,111.7699966430664,113.94999694824219,91.962890625,325739800
2010-05-18,114.87999725341797,115.22000122070312,112.02999877929688,112.4000015258789,90.71197509765625,360556800
2010-05-19,111.7699966430664,112.7699966430664,110.36000061035156,111.76000213623047,90.19546508789062,394742700
2010-05-20,109.37999725341797,109.88999938964844,107.47000122070312,107.54000091552734,86.78972625732422,530418300
2010-05-21,105.91000366210938,109.37999725341797,105.36000061035156,109.11000061035156,88.05679321289062,500909400
2010-05-24,108.5199966430664,109.38999938964844,107.61000061035156,107.70999908447266,86.92691040039062,269823000
2010-05-25,105.11000061035156,107.87000274658203,104.37999725341797,107.81999969482422,87.01570892333984,396505200
2010-05-26,108.4800033569336,109.47000122070312,106.8499984741211,107.16999816894531,86.4911117553711,349719300
2010-05-27,109.19000244140625,110.80000305175781,108.77999877929688,110.76000213623047,89.38842010498047,300870500
2010-05-28,110.63999938964844,110.72000122070312,108.8499984741211,109.37000274658203,88.26663208007812,297933500
2010-06-01,108.3499984741211,109.94999694824219,107.37000274658203,107.52999877929688,86.78164672851562,277909400
2010-06-02,108.08000183105469,110.33999633789062,107.51000213623047,110.33000183105469,89.04138946533203,240243700
2010-06-03,110.6500015258789,111.05999755859375,109.58000183105469,110.70999908447266,89.3480453491211,226618300
2010-06-04,108.61000061035156,109.33000183105469,106.45999908447266,106.81999969482422,86.2086410522461,398475600
2010-06-07,107.19999694824219,107.61000061035156,105.41000366210938,105.48999786376953,85.13529205322266,264609100
2010-06-08,105.56999969482422,106.83000183105469,104.6500015258789,106.62000274658203,86.04724884033203,357774300
2010-06-09,107.23999786376953,108.27999877929688,105.5999984741211,106.05000305175781,85.58724212646484,268023300
2010-06-10,107.86000061035156,109.27999877929688,106.04000091552734,109.1500015258789,88.08907318115234,317890600
2010-06-11,108.19000244140625,109.75,108.12000274658203,109.68000030517578,88.51683044433594,214128200
2010-06-14,110.5199966430664,111.12000274658203,109.4000015258789,109.51000213623047,88.37963104248047,207196100
2010-06-15,110.27999877929688,112.0999984741211,110.08999633789062,112.0,90.38914489746094,238268700
2010-06-16,111.41999816894531,112.41999816894531,111.19999694824219,111.95999908447266,90.35688781738281,216374000
2010-06-17,112.27999877929688,112.33000183105469,111.05000305175781,112.13999938964844,90.50213623046875,263185800
2010-06-18,111.83000183105469,112.12999725341797,111.37000274658203,111.7300033569336,90.60027313232422,174006600
2010-06-21,113.12000274658203,113.19999694824219,110.79000091552734,111.41000366210938,90.34078216552734,213140700
2010-06-22,111.41000366210938,111.9000015258789,109.41000366210938,109.56999969482422,88.84876251220703,239355400
2010-06-23,109.63999938964844,110.02999877929688,108.4800033569336,109.2300033569336,88.57305145263672,254639900
2010-06-24,108.69000244140625,108.83000183105469,107.13999938964844,107.41999816894531,87.10536193847656,268523600
2010-06-25,107.73999786376953,108.41999816894531,106.7699966430664,107.87000274658203,87.47025299072266,238726500
2010-06-28,108.02999877929688,108.31999969482422,107.13999938964844,107.52999877929688,87.19453430175781,169218600
2010-06-29,106.0199966430664,107.51000213623047,103.55000305175781,104.20999908447266,84.50239562988281,373649500
2010-06-30,103.91999816894531,104.87999725341797,102.87999725341797,103.22000122070312,83.69964599609375,284101700
2010-07-01,103.1500015258789,103.48999786376953,101.12999725341797,102.76000213623047,83.32661437988281,382924800
2010-07-02,103.11000061035156,103.41999816894531,101.62000274658203,102.19999694824219,82.87250518798828,233385200
2010-07-06,103.63999938964844,104.37000274658203,101.87999725341797,102.87000274658203,83.41582489013672,256935300
2010-07-07,103.12999725341797,106.23999786376953,103.0199966430664,106.11000061035156,86.0430908203125,253769400
2010-07-08,107.0,107.27999877929688,105.91000366210938,107.16000366210938,86.89452362060547,210842100
2010-07-09,107.12999725341797,107.97000122070312,106.93000030517578,107.95999908447266,87.54325103759766,144999900
2010-07-12,107.5999984741211,108.23999786376953,107.1500015258789,108.02999877929688,87.5999755859375,131283600
2010-07-13,109.1500015258789,110.08999633789062,108.93000030517578,109.66000366210938,88.92173767089844,213025900
2010-07-14,109.30999755859375,110.08000183105469,108.86000061035156,109.6500015258789,88.91362762451172,184426800
2010-07-15,109.61000061035156,110.05999755859375,108.16999816894531,109.68000030517578,88.9379653930664,232337900
2010-07-16,109.08999633789062,109.20999908447266,106.44999694824219,106.66000366210938,86.48910522460938,282693400
2010-07-19,107.05000305175781,107.62999725341797,106.22000122070312,107.29000091552734,86.99993133544922,186709000
2010-07-20,105.87000274658203,108.55999755859375,105.81999969482422,108.4800033569336,87.96490478515625,258162400
2010-07-21,109.04000091552734,109.06999969482422,106.62999725341797,107.06999969482422,86.82151794433594,264527000
2010-07-22,108.33999633789062,109.94000244140625,108.33000183105469,109.45999908447266,88.75955200195312,274781300
2010-07-23,109.23999786376953,110.56999969482422,108.93000030517578,110.41000366210938,89.52989959716797,222020800
2010-07-26,110.5999984741211,111.66999816894531,110.29000091552734,111.55999755859375,90.46241760253906,184445700
2010-07-27,112.16999816894531,112.29000091552734,111.11000061035156,111.55000305175781,90.45429992675781,204855600
2010-07-28,111.31999969482422,111.66000366210938,110.45999908447266,110.83000183105469,89.87046813964844,163056200
2010-07-29,111.5199966430664,111.81999969482422,109.41000366210938,110.29000091552734,89.43258666992188,220149100
2010-07-30,109.16999816894531,110.86000061035156,108.9800033569336,110.2699966430664,89.41637420654297,220070600
2010-08-02,111.98999786376953,112.94000244140625,111.54000091552734,112.76000213623047,91.43546295166016,188263200
2010-08-03,112.4800033569336,112.7699966430664,111.8499984741211,112.22000122070312,90.99759674072266,146657300
2010-08-04,112.52999877929688,113.11000061035156,112.16000366210938,112.97000122070312,91.60577392578125,158171700
2010-08-05,112.25,112.91000366210938,112.08000183105469,112.8499984741211,91.50846099853516,140473800
2010-08-06,111.73999786376953,112.56999969482422,110.91999816894531,112.38999938964844,91.13542175292969,239728300
2010-08-09,112.91999816894531,113.18000030517578,112.31999969482422,112.98999786376953,91.6219711303711,120800400
2010-08-10,112.02999877929688,112.9800033569336,111.37000274658203,112.37999725341797,91.1273422241211,242916300
2010-08-11,110.6500015258789,110.69000244140625,109.12000274658203,109.30000305175781,88.62982177734375,273406900
2010-08-12,107.6500015258789,109.0199966430664,107.5999984741211,108.62999725341797,88.08650970458984,239542600
2010-08-13,108.29000091552734,108.95999908447266,108.18000030517578,108.30999755859375,87.8270263671875,158698500
2010-08-16,107.56999969482422,108.61000061035156,107.18000030517578,108.26000213623047,87.78648376464844,147895300
2010-08-17,109.19000244140625,110.38999938964844,108.87999725341797,109.58999633789062,88.86495208740234,172270300
2010-08-18,109.54000091552734,110.37999725341797,108.91000366210938,109.79000091552734,89.02715301513672,182922100
2010-08-19,109.22000122070312,109.48999786376953,107.43000030517578,107.87999725341797,87.47833251953125,265847600
2010-08-20,107.55999755859375,107.94000244140625,106.75,107.52999877929688,87.19453430175781,209714200
2010-08-23,108.04000091552734,108.56999969482422,107.06999969482422,107.12000274658203,86.86207580566406,163490300
2010-08-24,105.94999694824219,106.38999938964844,104.97000122070312,105.52999877929688,85.57276153564453,280677800
2010-08-25,104.94999694824219,106.33999633789062,104.29000091552734,105.94000244140625,85.90523529052734,272234800
2010-08-26,106.44000244140625,106.58000183105469,104.87999725341797,105.2300033569336,85.32951354980469,224439500
2010-08-27,105.88999938964844,106.97000122070312,104.30999755859375,106.86000061035156,86.65126037597656,272649000
2010-08-30,106.58000183105469,106.91000366210938,105.30000305175781,105.30999755859375,85.3943862915039,167238600
2010-08-31,104.91999816894531,105.9800033569336,104.48999786376953,105.30999755859375,85.3943862915039,273933100
2010-09-01,106.7300033569336,108.61000061035156,106.66000366210938,108.45999908447266,87.94866943359375,256828100
2010-09-02,108.72000122070312,109.48999786376953,108.48999786376953,109.47000122070312,88.7676773071289,156112200
2010-09-03,110.54000091552734,110.98999786376953,109.94999694824219,110.88999938964844,89.91912841796875,212197300
2010-09-07,110.37000274658203,110.51000213623047,109.55000305175781,109.63999938964844,88.90552520751953,141973700
2010-09-08,109.86000061035156,110.8499984741211,109.80999755859375,110.41000366210938,89.52989959716797,149924400
2010-09-09,111.6500015258789,111.68000030517578,110.62000274658203,110.91999816894531,89.94345092773438,147017900
2010-09-10,111.12000274658203,111.61000061035156,110.87000274658203,111.4800033569336,90.39755249023438,127819000
2010-09-13,112.58000183105469,112.94999694824219,112.12999725341797,112.72000122070312,91.40303039550781,178503500
2010-09-14,112.5,113.29000091552734,112.08000183105469,112.6500015258789,91.3462905883789,209823600
2010-09-15,112.31999969482422,113.20999908447266,111.9800033569336,113.08000183105469,91.69497680664062,168608400
2010-09-16,112.7300033569336,113.12000274658203,112.3499984741211,113.05000305175781,91.67061614990234,199962900
2010-09-17,113.04000091552734,113.1500015258789,112.18000030517578,112.48999786376953,91.70484924316406,195836900
2010-09-20,112.87999725341797,114.45999908447266,112.5199966430664,114.20999908447266,93.10704803466797,214555200
2010-09-21,114.30000305175781,114.83999633789062,113.51000213623047,113.9800033569336,92.91958618164062,268389100
2010-09-22,113.80000305175781,114.44000244140625,113.0999984741211,113.41999816894531,92.46305847167969,191322400
2010-09-23,112.48999786376953,113.66999816894531,112.18000030517578,112.5,91.71304321289062,202354300
2010-09-24,113.75,114.9000015258789,113.6500015258789,114.81999969482422,93.6043472290039,209671800
2010-09-27,114.86000061035156,114.98999786376953,114.16000366210938,114.2699966430664,93.15596771240234,128761800
2010-09-28,114.41999816894531,115.04000091552734,113.18000030517578,114.66999816894531,93.48208618164062,209207500
2010-09-29,114.37999725341797,114.91000366210938,114.0199966430664,114.47000122070312,93.31903076171875,179665800
2010-09-30,115.05000305175781,115.79000091552734,113.58999633789062,114.12999725341797,93.04182434082031,287106700
2010-10-01,114.98999786376953,115.12000274658203,113.93000030517578,114.61000061035156,93.43314361572266,174638700
2010-10-04,114.37000274658203,114.8499984741211,113.18000030517578,113.75,92.73206329345703,166153200
2010-10-05,114.80000305175781,116.31999969482422,114.66999816894531,116.04000091552734,94.59893035888672,229634100
2010-10-06,116.0199966430664,116.33000183105469,115.55999755859375,116.02999877929688,94.59078216552734,148626600
2010-10-07,116.5,116.52999877929688,115.19000244140625,115.88999938964844,94.47665405273438,164860000
2010-10-08,116.05000305175781,116.86000061035156,115.61000061035156,116.54000091552734,95.00655364990234,177760100
2010-10-11,116.72000122070312,116.97000122070312,116.25,116.6500015258789,95.09622192382812,103098300
2010-10-12,116.2699966430664,117.3499984741211,115.6500015258789,117.01000213623047,95.38968658447266,182210000
2010-10-13,117.66000366210938,118.55000305175781,117.37999725341797,117.91999816894531,96.13154602050781,194347200
2010-10-14,117.80999755859375,118.01000213623047,116.72000122070312,117.45999908447266,95.75653839111328,217764300
2010-10-15,118.27999877929688,118.3499984741211,116.76000213623047,117.69999694824219,95.95218658447266,243705000
2010-10-18,117.73999786376953,118.66999816894531,117.30999755859375,118.27999877929688,96.4250259399414,141204800
